neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
Manhattan,East Village,Entire home/apt,185,2,2,0.06,1,0
Manhattan,Chelsea,Entire home/apt,225,30,0,1.3732214298586618,1,280
Queens,East Elmhurst,Private room,50,1,3,3.0,3,359
Queens,Woodhaven,Entire home/apt,170,3,24,2.55,1,308
Queens,College Point,Entire home/apt,150,2,6,0.95,1,336
Manhattan,Upper East Side,Entire home/apt,115,3,9,1.6,1,19
Queens,Ditmars Steinway,Private room,39,1,43,2.28,2,351
Manhattan,Upper West Side,Private room,135,3,23,1.02,2,4
Manhattan,Washington Heights,Entire home/apt,100,1,205,3.05,1,1
Brooklyn,Bedford-Stuyvesant,Private room,45,6,30,2.06,1,21
Brooklyn,Bushwick,Entire home/apt,200,4,0,1.3732214298586618,1,66
Manhattan,Harlem,Entire home/apt,125,4,2,0.04,1,0
Manhattan,West Village,Entire home/apt,500,2,0,1.3732214298586618,1,0
Manhattan,West Village,Entire home/apt,500,7,0,1.3732214298586618,1,365
Brooklyn,Gowanus,Entire home/apt,121,5,1,0.31,1,45
Manhattan,Theater District,Entire home/apt,399,10,0,1.3732214298586618,1,64
Brooklyn,Greenpoint,Entire home/apt,75,1,27,0.53,1,0
Manhattan,Upper West Side,Private room,250,3,11,0.42,1,17
Queens,Ridgewood,Private room,60,3,0,1.3732214298586618,1,365
Staten Island,St. George,Entire home/apt,100,365,0,1.3732214298586618,1,342
Brooklyn,Cobble Hill,Entire home/apt,599,1,2,2.0,1,39
Brooklyn,Williamsburg,Entire home/apt,319,2,49,1.32,1,82
Manhattan,East Harlem,Private room,77,1,6,0.23,1,0
Manhattan,East Village,Entire home/apt,200,5,0,1.3732214298586618,1,0
Manhattan,Inwood,Private room,50,1,38,0.85,2,344
Manhattan,Chinatown,Entire home/apt,179,5,7,0.14,1,0
Manhattan,Hell's Kitchen,Shared room,75,1,3,1.76,6,365
Queens,Flushing,Private room,75,1,10,3.13,3,89
Brooklyn,Clinton Hill,Private room,72,1,2,0.06,1,0
Queens,Middle Village,Entire home/apt,85,2,36,3.4,1,290
Brooklyn,Williamsburg,Entire home/apt,175,3,122,3.37,2,128
Bronx,Longwood,Private room,60,1,8,1.97,1,308
Brooklyn,Bedford-Stuyvesant,Private room,95,4,2,2.0,1,28
Brooklyn,Greenpoint,Entire home/apt,60,3,5,0.17,1,0
Brooklyn,Cypress Hills,Entire home/apt,150,2,11,3.93,1,217
Brooklyn,Windsor Terrace,Entire home/apt,300,2,6,0.18,1,16
Manhattan,Hell's Kitchen,Shared room,100,2,18,0.41,1,365
Manhattan,Hell's Kitchen,Entire home/apt,269,2,8,5.45,1,252
Brooklyn,Clinton Hill,Entire home/apt,200,3,1,0.73,1,50
Brooklyn,Flatbush,Private room,43,2,0,1.3732214298586618,1,21
Queens,Ridgewood,Entire home/apt,200,2,6,0.13,1,349
Queens,Astoria,Entire home/apt,150,1,89,1.32,1,148
Manhattan,East Village,Private room,90,5,1,0.28,1,0
Bronx,East Morrisania,Private room,75,2,71,3.0,4,358
Staten Island,Port Richmond,Private room,50,1,16,1.53,3,365
Manhattan,Theater District,Private room,115,4,122,2.71,3,29
Brooklyn,Williamsburg,Private room,80,1,0,1.3732214298586618,3,0
Brooklyn,Bedford-Stuyvesant,Private room,60,20,0,1.3732214298586618,1,0
Queens,Elmhurst,Private room,51,1,12,3.96,4,180
Manhattan,West Village,Private room,220,1,2,0.03,2,364
Brooklyn,Carroll Gardens,Entire home/apt,180,4,37,0.91,1,185
Manhattan,Chelsea,Entire home/apt,400,3,0,1.3732214298586618,1,0
Brooklyn,Sunset Park,Private room,185,1,0,1.3732214298586618,2,177
Manhattan,Chelsea,Entire home/apt,480,5,106,2.99,1,263
Brooklyn,Bedford-Stuyvesant,Private room,50,14,0,1.3732214298586618,1,0
Brooklyn,Bedford-Stuyvesant,Private room,150,2,5,0.7,3,37
Manhattan,Lower East Side,Entire home/apt,207,4,84,2.16,1,88
Brooklyn,Brooklyn Heights,Entire home/apt,150,30,48,0.63,1,0
Brooklyn,Bushwick,Private room,40,5,48,2.08,1,341
Brooklyn,Bedford-Stuyvesant,Private room,60,3,1,0.25,1,0
Manhattan,Harlem,Shared room,200,1,8,0.13,1,180
Brooklyn,Coney Island,Entire home/apt,99,2,68,2.51,6,125
Manhattan,Midtown,Entire home/apt,320,30,0,1.3732214298586618,65,249
Brooklyn,Williamsburg,Private room,35,1,3,0.06,1,0
Brooklyn,Williamsburg,Private room,99,1,47,2.47,1,155
Manhattan,Upper East Side,Entire home/apt,125,3,1,0.16,1,0
Brooklyn,East New York,Entire home/apt,300,1,12,1.49,1,175
Queens,Cambria Heights,Private room,39,1,64,1.94,2,0
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,130,7,1,0.02,1,0
Manhattan,Financial District,Shared room,75,1,0,1.3732214298586618,1,0
Manhattan,Tribeca,Entire home/apt,500,3,0,1.3732214298586618,1,0
Manhattan,Murray Hill,Entire home/apt,300,30,0,1.3732214298586618,8,347
Manhattan,Hell's Kitchen,Entire home/apt,288,3,66,3.42,2,300
Manhattan,Hell's Kitchen,Shared room,95,1,8,2.38,5,23
Manhattan,Murray Hill,Private room,120,1,16,1.29,3,9
Brooklyn,Clinton Hill,Private room,45,3,0,1.3732214298586618,1,0
Manhattan,Harlem,Entire home/apt,200,1,3,0.38,2,365
Brooklyn,Bedford-Stuyvesant,Entire home/apt,175,26,30,0.29,1,364
Brooklyn,Flatlands,Entire home/apt,89,2,219,2.63,2,319
Manhattan,Financial District,Entire home/apt,257,2,0,1.3732214298586618,327,355
Brooklyn,Crown Heights,Private room,89,3,147,2.05,1,362
Brooklyn,Williamsburg,Private room,65,2,3,0.59,1,89
Brooklyn,Kensington,Entire home/apt,175,7,0,1.3732214298586618,1,0
Manhattan,Hell's Kitchen,Shared room,65,1,55,4.19,8,204
Brooklyn,Williamsburg,Private room,80,1,6,0.24,1,0
Bronx,Fordham,Private room,35,5,3,1.2,2,62
Brooklyn,Williamsburg,Private room,100,1,0,1.3732214298586618,1,0
Manhattan,East Village,Entire home/apt,184,30,11,0.61,1,313
Brooklyn,Bedford-Stuyvesant,Entire home/apt,70,2,1,0.02,1,0
Manhattan,Hell's Kitchen,Entire home/apt,850,1,0,1.3732214298586618,1,0
Manhattan,East Village,Entire home/apt,100,3,75,3.12,1,60
Manhattan,Upper West Side,Entire home/apt,750,1,0,1.3732214298586618,1,0
Manhattan,Morningside Heights,Entire home/apt,180,2,0,1.3732214298586618,1,0
Staten Island,Concord,Private room,33,3,29,1.3,7,356
Queens,Woodside,Private room,60,1,123,7.07,1,105
Manhattan,Washington Heights,Entire home/apt,100,5,15,0.29,1,30
Manhattan,East Harlem,Private room,75,3,134,2.88,1,90
Queens,Long Island City,Entire home/apt,170,2,84,1.51,1,178
Brooklyn,Greenpoint,Private room,95,1,7,0.14,1,0
Brooklyn,Williamsburg,Private room,60,2,27,1.02,2,0
Queens,Sunnyside,Private room,37,1,0,1.3732214298586618,1,0
Manhattan,Upper East Side,Private room,99,6,35,1.06,1,59
Manhattan,Harlem,Shared room,50,1,36,1.32,1,23
Manhattan,Upper West Side,Entire home/apt,250,1,3,0.11,1,0
Manhattan,Harlem,Private room,100,1,0,1.3732214298586618,1,0
Brooklyn,Fort Greene,Entire home/apt,200,2,4,0.06,1,0
Manhattan,Hell's Kitchen,Entire home/apt,1500,30,0,1.3732214298586618,1,87
Queens,Long Island City,Private room,100,2,91,3.54,2,21
Manhattan,Hell's Kitchen,Entire home/apt,395,2,11,3.63,1,247
Brooklyn,Flatbush,Private room,56,7,12,0.44,1,0
Brooklyn,Gowanus,Private room,52,2,53,5.26,2,13
Manhattan,SoHo,Private room,249,5,3,0.33,1,5
Brooklyn,Bushwick,Private room,40,2,31,2.31,2,36
Queens,Springfield Gardens,Private room,100,1,86,13.3,8,335
Queens,Ridgewood,Private room,50,2,43,3.15,3,150
Brooklyn,Clinton Hill,Private room,120,1,2,0.07,1,0
Manhattan,Harlem,Private room,60,1,63,1.74,2,0
Brooklyn,Williamsburg,Private room,58,3,47,4.26,2,188
Manhattan,Washington Heights,Private room,55,5,1,0.08,1,0
Brooklyn,Park Slope,Entire home/apt,170,2,24,0.38,1,0
Manhattan,Hell's Kitchen,Entire home/apt,350,1,0,1.3732214298586618,1,0
Manhattan,Murray Hill,Entire home/apt,189,1,3,0.05,1,0
Manhattan,Hell's Kitchen,Shared room,65,1,44,3.27,8,199
Manhattan,SoHo,Private room,175,3,20,1.08,2,239
Manhattan,Upper East Side,Private room,140,3,118,1.91,1,316
Queens,Ridgewood,Private room,45,1,38,1.11,1,0
Brooklyn,Bedford-Stuyvesant,Private room,45,3,9,0.34,1,80
Brooklyn,Bedford-Stuyvesant,Private room,95,2,44,0.64,5,47
Queens,Ridgewood,Private room,55,1,37,2.58,1,75
Bronx,Port Morris,Private room,145,1,7,1.12,1,360
Brooklyn,Williamsburg,Private room,110,3,20,3.26,1,98
Brooklyn,Williamsburg,Entire home/apt,135,2,2,0.03,1,0
Manhattan,East Harlem,Private room,60,3,27,0.69,1,0
Manhattan,East Village,Private room,80,3,72,1.79,1,133
Manhattan,Hell's Kitchen,Entire home/apt,145,4,2,2.0,1,92
Queens,Astoria,Entire home/apt,200,5,1,0.11,1,0
Manhattan,Upper East Side,Private room,250,3,22,2.55,1,0
Brooklyn,Williamsburg,Entire home/apt,319,2,5,1.9,1,47
Brooklyn,Bedford-Stuyvesant,Private room,55,2,18,1.6,4,359
Manhattan,Morningside Heights,Private room,100,2,17,0.39,1,0
Manhattan,Gramercy,Private room,99,2,8,3.53,4,13
Brooklyn,Bedford-Stuyvesant,Entire home/apt,140,3,16,0.27,1,0
Manhattan,Midtown,Entire home/apt,190,30,0,1.3732214298586618,96,158
Brooklyn,Bedford-Stuyvesant,Private room,40,2,4,1.67,1,363
Manhattan,Midtown,Private room,500,5,0,1.3732214298586618,1,0
Brooklyn,Clinton Hill,Entire home/apt,200,3,22,0.54,1,363
Manhattan,Chinatown,Entire home/apt,151,12,0,1.3732214298586618,1,0
Brooklyn,Williamsburg,Entire home/apt,450,2,0,1.3732214298586618,1,0
Brooklyn,Clinton Hill,Entire home/apt,145,3,3,0.06,1,0
Manhattan,Chelsea,Entire home/apt,120,2,2,0.05,1,0
Brooklyn,Bushwick,Private room,50,1,9,6.43,1,60
Brooklyn,Clinton Hill,Private room,49,1,2,0.08,1,0
Manhattan,Hell's Kitchen,Private room,115,1,59,5.25,12,194
Brooklyn,Bedford-Stuyvesant,Private room,65,30,13,1.45,4,357
Manhattan,Midtown,Entire home/apt,175,2,10,0.31,1,0
Manhattan,SoHo,Entire home/apt,89,1,0,1.3732214298586618,8,71
Brooklyn,Bedford-Stuyvesant,Entire home/apt,135,30,155,3.97,1,281
Queens,Astoria,Entire home/apt,135,3,44,1.03,1,0
Manhattan,West Village,Entire home/apt,120,1,0,1.3732214298586618,1,0
Brooklyn,Crown Heights,Entire home/apt,135,2,77,2.66,2,61
Manhattan,East Village,Entire home/apt,250,4,14,0.58,1,16
Manhattan,Lower East Side,Shared room,35,14,2,0.08,28,320
Brooklyn,Bedford-Stuyvesant,Entire home/apt,130,14,33,0.72,1,105
Bronx,Port Morris,Shared room,28,1,29,3.09,7,89
Queens,Woodside,Private room,79,2,61,0.93,1,353
Manhattan,Midtown,Entire home/apt,269,3,5,0.35,12,0
Manhattan,Murray Hill,Entire home/apt,150,30,0,1.3732214298586618,50,365
Manhattan,Chelsea,Entire home/apt,269,1,4,4.0,1,122
Manhattan,East Village,Private room,110,7,30,1.34,2,82
Manhattan,Gramercy,Entire home/apt,100,3,52,3.2,1,3
Brooklyn,Williamsburg,Private room,90,3,0,1.3732214298586618,1,0
Manhattan,East Village,Entire home/apt,224,3,4,0.29,1,7
Brooklyn,Bushwick,Private room,100,5,0,1.3732214298586618,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,126,2,181,4.73,1,182
Manhattan,Harlem,Private room,45,4,0,1.3732214298586618,1,7
Brooklyn,Bedford-Stuyvesant,Private room,35,5,5,0.22,1,0
Manhattan,Hell's Kitchen,Entire home/apt,225,2,14,1.35,1,0
Manhattan,Midtown,Entire home/apt,189,7,3,0.16,1,0
Manhattan,Upper West Side,Entire home/apt,300,2,31,1.57,1,99
Manhattan,East Village,Entire home/apt,175,3,7,0.9,1,110
Manhattan,Financial District,Entire home/apt,229,2,3,2.09,327,348
Brooklyn,Crown Heights,Entire home/apt,180,2,221,2.6,1,264
Brooklyn,Williamsburg,Entire home/apt,225,3,9,0.37,1,2
Brooklyn,Williamsburg,Private room,425,5,6,0.66,1,156
Brooklyn,South Slope,Private room,80,2,35,1.16,1,88
Manhattan,Upper West Side,Entire home/apt,310,7,0,1.3732214298586618,1,0
Manhattan,Midtown,Entire home/apt,106,7,3,0.09,1,4
Brooklyn,South Slope,Entire home/apt,190,7,2,0.04,1,0
Manhattan,Washington Heights,Entire home/apt,235,1,28,0.64,3,364
Manhattan,Morningside Heights,Entire home/apt,155,5,87,1.7,1,99
Brooklyn,Bedford-Stuyvesant,Entire home/apt,175,7,4,0.13,1,89
Manhattan,SoHo,Entire home/apt,150,5,36,0.71,1,0
Brooklyn,Greenpoint,Entire home/apt,125,1,1,0.02,1,0
Bronx,Mount Hope,Entire home/apt,48,90,2,0.16,7,93
Manhattan,West Village,Entire home/apt,170,2,9,1.37,1,19
Queens,Astoria,Private room,65,3,15,1.51,1,0
Brooklyn,Greenpoint,Entire home/apt,104,5,0,1.3732214298586618,1,0
Manhattan,Harlem,Private room,80,1,54,7.83,2,8
Manhattan,Chelsea,Entire home/apt,140,5,50,0.91,1,328
Brooklyn,Crown Heights,Private room,95,4,0,1.3732214298586618,1,0
Brooklyn,Bedford-Stuyvesant,Private room,45,1,0,1.3732214298586618,1,7
Brooklyn,Bedford-Stuyvesant,Entire home/apt,125,3,96,3.87,1,1
Manhattan,Hell's Kitchen,Entire home/apt,149,2,7,1.47,1,155
Brooklyn,Greenpoint,Private room,91,3,241,2.49,1,287
Brooklyn,Boerum Hill,Entire home/apt,165,4,2,0.19,1,0
Brooklyn,Williamsburg,Entire home/apt,180,2,0,1.3732214298586618,1,260
Manhattan,Lower East Side,Private room,69,8,6,0.37,2,334
Manhattan,East Village,Entire home/apt,190,1,1,0.63,1,365
Brooklyn,Bedford-Stuyvesant,Private room,50,21,1,0.86,1,10
Manhattan,East Village,Private room,99,1,0,1.3732214298586618,1,0
Brooklyn,Williamsburg,Entire home/apt,243,1,23,4.63,1,107
Queens,Springfield Gardens,Private room,60,1,50,3.49,2,355
Brooklyn,Bushwick,Private room,41,2,9,0.64,1,0
Brooklyn,Williamsburg,Private room,90,2,3,0.9,1,0
Queens,Ditmars Steinway,Private room,50,2,0,1.3732214298586618,1,171
Brooklyn,Greenpoint,Private room,200,7,0,1.3732214298586618,1,0
Brooklyn,Brooklyn Heights,Entire home/apt,110,2,1,0.04,1,0
Brooklyn,Bedford-Stuyvesant,Private room,67,2,23,1.03,1,0
Brooklyn,Bedford-Stuyvesant,Private room,90,3,0,1.3732214298586618,3,280
Brooklyn,Borough Park,Private room,75,2,25,1.08,1,129
Manhattan,Hell's Kitchen,Private room,75,2,118,2.11,3,312
Manhattan,Harlem,Private room,1500,2,0,1.3732214298586618,2,192
Brooklyn,Greenpoint,Private room,84,7,7,0.26,1,24
Manhattan,Midtown,Entire home/apt,163,30,4,0.17,14,332
Brooklyn,Bushwick,Private room,50,9,0,1.3732214298586618,3,0
Brooklyn,Borough Park,Private room,70,2,1,0.03,1,0
Brooklyn,East Flatbush,Private room,80,2,0,1.3732214298586618,2,27
Manhattan,Washington Heights,Shared room,40,1,0,1.3732214298586618,1,0
Brooklyn,Bedford-Stuyvesant,Private room,70,4,0,1.3732214298586618,1,0
Staten Island,New Dorp Beach,Entire home/apt,109,5,0,1.3732214298586618,1,46
Manhattan,East Harlem,Private room,65,2,15,5.29,2,292
Manhattan,Chelsea,Entire home/apt,300,4,1,0.03,1,0
Queens,Long Island City,Entire home/apt,135,4,0,1.3732214298586618,1,0
Manhattan,Washington Heights,Entire home/apt,72,7,27,0.46,1,73
Brooklyn,Bedford-Stuyvesant,Private room,45,2,22,0.83,1,51
Manhattan,East Harlem,Private room,89,2,7,0.92,1,0
Brooklyn,Williamsburg,Entire home/apt,200,1,8,3.0,1,0
Manhattan,Harlem,Entire home/apt,100,2,9,0.66,1,0
Brooklyn,Gowanus,Entire home/apt,195,2,6,3.46,1,330
Manhattan,Nolita,Entire home/apt,199,7,1,0.38,1,124
Manhattan,Harlem,Entire home/apt,199,4,2,0.05,1,0
Manhattan,Midtown,Entire home/apt,239,29,0,1.3732214298586618,96,326
Manhattan,Hell's Kitchen,Private room,135,2,123,2.81,1,124
Queens,Long Island City,Entire home/apt,165,2,0,1.3732214298586618,2,0
Manhattan,Morningside Heights,Private room,60,2,58,5.67,1,110
Manhattan,East Village,Entire home/apt,211,30,17,4.18,1,74
Brooklyn,Clinton Hill,Entire home/apt,200,10,5,0.24,1,0
Brooklyn,Canarsie,Entire home/apt,110,2,38,0.81,2,290
Queens,Corona,Private room,65,1,29,2.57,3,333
Manhattan,Morningside Heights,Private room,50,3,0,1.3732214298586618,1,0
Brooklyn,Bay Ridge,Private room,65,1,40,3.79,2,169
Brooklyn,Williamsburg,Entire home/apt,100,2,3,0.06,1,0
Manhattan,Upper West Side,Entire home/apt,195,30,2,0.06,87,45
Manhattan,Upper West Side,Entire home/apt,175,1,1,0.1,1,195
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,84,2,84,2.39,1,211
Manhattan,East Village,Private room,108,10,17,0.68,1,23
Manhattan,Hell's Kitchen,Entire home/apt,130,30,2,0.53,20,332
Queens,Long Island City,Private room,95,1,141,2.77,2,331
Manhattan,Midtown,Entire home/apt,225,1,0,1.3732214298586618,1,0
Manhattan,Harlem,Shared room,50,1,67,1.65,1,216
Manhattan,East Village,Private room,85,1,1,0.02,1,0
Manhattan,Chelsea,Entire home/apt,249,29,0,1.3732214298586618,96,230
Brooklyn,South Slope,Entire home/apt,145,3,133,3.69,1,277
Manhattan,Murray Hill,Private room,100,1,11,0.31,1,0
Brooklyn,Greenpoint,Private room,75,7,0,1.3732214298586618,2,0
Manhattan,Harlem,Entire home/apt,113,5,0,1.3732214298586618,1,0
Brooklyn,Crown Heights,Private room,85,3,5,0.05,1,281
Brooklyn,Prospect-Lefferts Gardens,Private room,44,2,31,0.75,2,297
Brooklyn,Bushwick,Entire home/apt,180,3,6,2.86,1,119
Queens,Ridgewood,Private room,34,30,0,1.3732214298586618,23,322
Brooklyn,Greenpoint,Entire home/apt,114,10,1,0.2,1,0
Brooklyn,Williamsburg,Private room,49,3,3,0.08,2,0
Manhattan,Murray Hill,Private room,89,1,13,1.27,1,2
Manhattan,Midtown,Entire home/apt,107,1,0,1.3732214298586618,17,208
Brooklyn,Williamsburg,Entire home/apt,175,4,5,0.32,1,0
Manhattan,Upper West Side,Private room,60,30,1,1.0,32,346
Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,2,7,4.12,1,4
Manhattan,Washington Heights,Private room,60,2,90,3.11,3,14
Brooklyn,Williamsburg,Private room,91,1,9,0.14,1,0
Brooklyn,East Flatbush,Entire home/apt,85,6,12,3.33,3,215
Brooklyn,Crown Heights,Entire home/apt,300,2,13,0.24,1,224
Manhattan,Upper East Side,Entire home/apt,239,1,0,1.3732214298586618,1,15
Manhattan,Chelsea,Entire home/apt,225,1,51,1.63,1,9
Manhattan,Upper West Side,Shared room,75,30,0,1.3732214298586618,1,0
Manhattan,SoHo,Entire home/apt,100,4,1,0.02,1,0
Queens,Long Island City,Entire home/apt,82,5,2,0.03,1,0
Brooklyn,Bedford-Stuyvesant,Private room,100,3,6,0.95,3,348
Manhattan,Tribeca,Entire home/apt,700,1,8,0.16,1,0
Manhattan,Washington Heights,Private room,75,1,1,0.02,1,0
Manhattan,Hell's Kitchen,Entire home/apt,325,30,18,0.21,1,364
Brooklyn,Crown Heights,Private room,700,30,1,0.03,1,87
Brooklyn,Bushwick,Private room,43,1,12,0.76,2,47
Manhattan,East Village,Private room,80,3,1,0.03,1,0
Manhattan,SoHo,Entire home/apt,399,1,18,3.91,1,248
Brooklyn,Windsor Terrace,Entire home/apt,52,30,1,0.3,1,0
Brooklyn,Flatbush,Entire home/apt,85,3,0,1.3732214298586618,1,0
Manhattan,East Village,Entire home/apt,150,2,28,1.17,1,9
Manhattan,Murray Hill,Entire home/apt,300,30,0,1.3732214298586618,8,355
Manhattan,Hell's Kitchen,Entire home/apt,251,3,3,3.0,1,258
Manhattan,Upper West Side,Entire home/apt,425,5,0,1.3732214298586618,1,0
Brooklyn,Bensonhurst,Private room,35,3,11,0.38,2,79
Queens,Briarwood,Private room,73,4,72,2.11,1,282
Bronx,Fordham,Private room,48,2,18,2.0,2,34
Manhattan,East Village,Private room,80,1,4,0.16,1,0
Queens,Ditmars Steinway,Private room,58,1,34,0.66,2,129
Brooklyn,Bushwick,Private room,40,4,0,1.3732214298586618,2,36
Manhattan,Hell's Kitchen,Entire home/apt,250,1,0,1.3732214298586618,1,0
Brooklyn,Flatbush,Entire home/apt,150,4,1,0.08,1,20
Manhattan,Battery Park City,Entire home/apt,232,120,0,1.3732214298586618,232,163
Brooklyn,Williamsburg,Private room,40,5,3,0.27,1,0
Manhattan,Harlem,Private room,75,2,0,1.3732214298586618,1,49
Brooklyn,Bushwick,Private room,128,3,52,0.8,1,219
Brooklyn,Sheepshead Bay,Private room,51,2,80,2.42,3,35
Manhattan,Washington Heights,Private room,55,6,2,0.08,3,3
Brooklyn,Bedford-Stuyvesant,Private room,28,1,5,0.12,1,0
Manhattan,Financial District,Entire home/apt,365,2,0,1.3732214298586618,1,18
Brooklyn,Williamsburg,Private room,100,2,1,0.59,1,44
Queens,Rego Park,Private room,68,1,1,1.0,10,136
Brooklyn,Williamsburg,Private room,85,1,1,0.02,1,0
Queens,Flushing,Private room,80,3,0,1.3732214298586618,4,358
Brooklyn,Bedford-Stuyvesant,Private room,23,3,2,0.11,1,0
Manhattan,East Village,Private room,91,4,8,0.19,3,0
Brooklyn,Bedford-Stuyvesant,Private room,74,2,22,0.63,7,76
Brooklyn,Williamsburg,Entire home/apt,185,2,36,1.44,1,85
Manhattan,Chelsea,Private room,90,3,5,0.11,1,0
Queens,Woodhaven,Private room,69,3,21,0.85,9,357
Brooklyn,Bushwick,Private room,65,4,4,0.12,1,0
Queens,East Elmhurst,Entire home/apt,109,60,0,1.3732214298586618,1,365
Manhattan,Murray Hill,Private room,40,4,3,0.12,2,0
Manhattan,East Harlem,Entire home/apt,170,1,1,1.0,1,20
Brooklyn,Williamsburg,Private room,65,1,1,1.0,1,110
Brooklyn,Flatbush,Private room,93,30,1,0.63,1,0
Manhattan,East Village,Entire home/apt,240,4,0,1.3732214298586618,1,83
Manhattan,Midtown,Entire home/apt,225,6,1,0.48,1,0
Manhattan,Hell's Kitchen,Entire home/apt,120,30,4,0.35,20,342
Manhattan,Chelsea,Private room,225,3,21,2.03,1,8
Manhattan,Hell's Kitchen,Private room,140,2,1,0.33,4,39
Brooklyn,Flatlands,Private room,40,2,10,2.34,2,43
Queens,Elmhurst,Private room,100,1,0,1.3732214298586618,1,0
Manhattan,Upper West Side,Entire home/apt,105,30,15,0.31,34,285
Bronx,Riverdale,Private room,49,6,2,0.05,1,340
Queens,Astoria,Entire home/apt,200,4,0,1.3732214298586618,1,0
Brooklyn,Gowanus,Entire home/apt,250,2,57,0.67,1,25
Queens,Maspeth,Entire home/apt,100,1,13,3.28,1,183
Manhattan,Kips Bay,Entire home/apt,199,2,8,0.54,1,0
Manhattan,Two Bridges,Entire home/apt,175,2,15,3.44,1,90
Manhattan,Upper West Side,Private room,65,30,12,0.21,1,336
Queens,Maspeth,Entire home/apt,150,2,27,2.69,2,317
Brooklyn,Cypress Hills,Entire home/apt,500,1,2,2.0,1,363
Queens,Jackson Heights,Entire home/apt,170,2,10,1.55,1,346
Brooklyn,Greenpoint,Entire home/apt,200,3,2,0.03,1,205
Brooklyn,East Flatbush,Entire home/apt,165,1,232,5.18,4,231
Brooklyn,Bedford-Stuyvesant,Private room,65,30,35,3.04,3,348
Manhattan,Midtown,Entire home/apt,350,2,4,2.79,1,86
Brooklyn,Bedford-Stuyvesant,Private room,45,1,0,1.3732214298586618,1,0
Brooklyn,Williamsburg,Entire home/apt,599,2,1,1.0,1,346
Brooklyn,Sunset Park,Private room,60,1,7,3.13,3,84
Manhattan,Hell's Kitchen,Entire home/apt,399,3,108,1.51,2,351
Manhattan,Hell's Kitchen,Private room,255,1,192,3.91,11,305
Manhattan,Financial District,Entire home/apt,185,29,1,0.11,96,220
Manhattan,West Village,Entire home/apt,140,14,51,0.7,1,298
Brooklyn,Crown Heights,Private room,45,21,1,0.05,1,44
Manhattan,Lower East Side,Private room,120,2,99,1.04,1,345
Manhattan,Theater District,Entire home/apt,230,1,1,0.02,1,0
Brooklyn,Bushwick,Private room,50,3,0,1.3732214298586618,1,0
Manhattan,Midtown,Private room,425,1,1,0.16,11,180
Brooklyn,Greenpoint,Private room,50,8,1,0.16,1,2
Brooklyn,Sunset Park,Private room,54,1,4,0.07,1,0
Manhattan,Midtown,Private room,100,1,0,1.3732214298586618,8,309
Queens,Ridgewood,Entire home/apt,155,2,2,1.0,3,59
Manhattan,Washington Heights,Private room,65,30,3,0.26,34,311
Manhattan,Chelsea,Entire home/apt,250,5,0,1.3732214298586618,1,60
Manhattan,Hell's Kitchen,Private room,199,1,3,0.89,30,360
Brooklyn,Canarsie,Private room,80,3,1,0.05,4,364
Brooklyn,Greenpoint,Entire home/apt,122,5,3,0.07,1,189
Queens,Sunnyside,Entire home/apt,101,3,4,2.79,1,110
Brooklyn,Williamsburg,Entire home/apt,100,30,2,0.15,4,332
Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,120,2,15,2.53,1,20
Manhattan,Chelsea,Entire home/apt,300,3,6,3.4,1,180
Brooklyn,Williamsburg,Private room,199,1,2,0.06,3,346
Manhattan,Midtown,Entire home/apt,225,30,0,1.3732214298586618,12,343
Queens,Corona,Private room,40,2,5,1.15,6,306
Manhattan,Harlem,Entire home/apt,265,2,65,3.34,2,257
Brooklyn,Carroll Gardens,Entire home/apt,55,2,0,1.3732214298586618,1,0
Manhattan,Two Bridges,Entire home/apt,175,4,3,0.08,1,0
Brooklyn,Bushwick,Private room,85,1,40,4.62,1,354
Manhattan,Murray Hill,Entire home/apt,160,29,1,0.63,327,345
Brooklyn,Fort Greene,Private room,68,3,37,0.35,1,0
Brooklyn,Bedford-Stuyvesant,Private room,35,30,0,1.3732214298586618,1,44
Manhattan,Upper West Side,Entire home/apt,200,4,2,0.08,1,0
Bronx,Fordham,Private room,34,3,7,0.79,1,126
Manhattan,Harlem,Private room,65,7,40,0.86,1,64
Manhattan,Harlem,Private room,130,1,1,0.03,2,0
Brooklyn,Williamsburg,Entire home/apt,114,6,2,0.11,1,0
Manhattan,Theater District,Private room,300,3,0,1.3732214298586618,1,0
Brooklyn,Bedford-Stuyvesant,Entire home/apt,130,2,168,5.45,1,203
Brooklyn,Williamsburg,Private room,73,14,0,1.3732214298586618,1,0
Manhattan,Little Italy,Private room,100,1,25,1.92,3,323
Manhattan,East Harlem,Entire home/apt,100,2,32,0.62,1,0
Brooklyn,Bedford-Stuyvesant,Private room,31,21,5,0.19,2,0
Manhattan,Upper East Side,Entire home/apt,90,30,13,0.25,1,0
Brooklyn,Downtown Brooklyn,Private room,80,1,0,1.3732214298586618,1,0
Brooklyn,Williamsburg,Private room,40,1,11,0.6,1,0
Brooklyn,Bedford-Stuyvesant,Shared room,45,3,7,0.31,2,364
